Datetime,Time,P_ac
2018-05-21 18:00:00,2018-05-2118:00:00,1583
2018-05-21 17:55:00,2018-05-2117:55:00,1535
2018-05-21 17:50:00,2018-05-2117:50:00,1486
2018-05-21 17:45:00,2018-05-2117:45:00,1718
2018-05-21 17:40:00,2018-05-2117:40:00,963
2018-05-21 17:35:00,2018-05-2117:35:00,1460
2018-05-21 17:30:00,2018-05-2117:30:00,2247
2018-05-21 17:25:00,2018-05-2117:25:00,2236
2018-05-21 17:20:00,2018-05-2117:20:00,2611
2018-05-21 17:15:00,2018-05-2117:15:00,1607
2018-05-21 17:10:00,2018-05-2117:10:00,810
2018-05-21 17:05:00,2018-05-2117:05:00,2190
2018-05-21 17:00:00,2018-05-2117:00:00,2409
2018-05-21 16:55:00,2018-05-2116:55:00,2874
2018-05-21 16:50:00,2018-05-2116:50:00,2598
2018-05-21 16:45:00,2018-05-2116:45:00,2098
2018-05-21 16:40:00,2018-05-2116:40:00,976
2018-05-21 16:35:00,2018-05-2116:35:00,2183
2018-05-21 16:30:00,2018-05-2116:30:00,2513
2018-05-21 16:25:00,2018-05-2116:25:00,1147
2018-05-21 16:20:00,2018-05-2116:20:00,893
2018-05-21 16:15:00,2018-05-2116:15:00,1793
2018-05-21 16:10:00,2018-05-2116:10:00,3115
2018-05-21 16:05:00,2018-05-2116:05:00,2990
2018-05-21 16:00:00,2018-05-2116:00:00,3911
2018-05-21 15:55:00,2018-05-2115:55:00,3337
2018-05-21 15:50:00,2018-05-2115:50:00,2166
2018-05-21 15:45:00,2018-05-2115:45:00,2214
2018-05-21 15:40:00,2018-05-2115:40:00,1483
2018-05-21 15:35:00,2018-05-2115:35:00,2750
2018-05-21 15:30:00,2018-05-2115:30:00,2061
2018-05-21 15:25:00,2018-05-2115:25:00,3098
2018-05-21 15:20:00,2018-05-2115:20:00,3949
2018-05-21 15:15:00,2018-05-2115:15:00,1215
2018-05-21 15:10:00,2018-05-2115:10:00,584
2018-05-21 15:05:00,2018-05-2115:05:00,430
2018-05-21 15:00:00,2018-05-2115:00:00,341
2018-05-21 14:55:00,2018-05-2114:55:00,308
2018-05-21 14:50:00,2018-05-2114:50:00,382
2018-05-21 14:45:00,2018-05-2114:45:00,570
2018-05-21 14:40:00,2018-05-2114:40:00,790
2018-05-21 14:35:00,2018-05-2114:35:00,983
2018-05-21 14:30:00,2018-05-2114:30:00,1191
2018-05-21 14:25:00,2018-05-2114:25:00,1197
2018-05-21 14:20:00,2018-05-2114:20:00,1292
2018-05-21 14:15:00,2018-05-2114:15:00,1506
2018-05-21 14:10:00,2018-05-2114:10:00,1935
2018-05-21 14:05:00,2018-05-2114:05:00,1551
2018-05-21 14:00:00,2018-05-2114:00:00,1487
2018-05-21 13:55:00,2018-05-2113:55:00,1286
2018-05-21 13:50:00,2018-05-2113:50:00,1252
2018-05-21 13:45:00,2018-05-2113:45:00,1371
2018-05-21 13:40:00,2018-05-2113:40:00,2395
2018-05-21 13:35:00,2018-05-2113:35:00,2809
2018-05-21 13:30:00,2018-05-2113:30:00,4073
2018-05-21 13:25:00,2018-05-2113:25:00,3797
2018-05-21 13:20:00,2018-05-2113:20:00,3758
2018-05-21 13:15:00,2018-05-2113:15:00,4014
2018-05-21 13:10:00,2018-05-2113:10:00,2207
2018-05-21 13:05:00,2018-05-2113:05:00,2222
2018-05-21 13:00:00,2018-05-2113:00:00,3965
2018-05-21 12:55:00,2018-05-2112:55:00,3918
2018-05-21 12:50:00,2018-05-2112:50:00,4040
2018-05-21 12:45:00,2018-05-2112:45:00,3881
2018-05-21 12:40:00,2018-05-2112:40:00,3906
2018-05-21 12:35:00,2018-05-2112:35:00,3648
2018-05-21 12:30:00,2018-05-2112:30:00,3160
2018-05-21 12:25:00,2018-05-2112:25:00,2948
2018-05-21 12:20:00,2018-05-2112:20:00,2999
2018-05-21 12:15:00,2018-05-2112:15:00,3765
2018-05-21 12:10:00,2018-05-2112:10:00,3543
2018-05-21 12:05:00,2018-05-2112:05:00,3069
2018-05-21 12:00:00,2018-05-2112:00:00,3449
2018-05-21 11:55:00,2018-05-2111:55:00,2822
2018-05-21 11:50:00,2018-05-2111:50:00,3546
2018-05-21 11:45:00,2018-05-2111:45:00,3641
2018-05-21 11:40:00,2018-05-2111:40:00,3537
2018-05-21 11:35:00,2018-05-2111:35:00,3197
2018-05-21 11:30:00,2018-05-2111:30:00,2147
2018-05-21 11:25:00,2018-05-2111:25:00,2079
2018-05-21 11:20:00,2018-05-2111:20:00,2556
2018-05-21 11:15:00,2018-05-2111:15:00,2564
2018-05-21 11:10:00,2018-05-2111:10:00,3119
2018-05-21 11:05:00,2018-05-2111:05:00,3132
2018-05-21 11:00:00,2018-05-2111:00:00,3071
2018-05-21 10:55:00,2018-05-2110:55:00,3019
2018-05-21 10:50:00,2018-05-2110:50:00,2978
2018-05-21 10:45:00,2018-05-2110:45:00,2977
2018-05-21 10:40:00,2018-05-2110:40:00,2790
2018-05-21 10:35:00,2018-05-2110:35:00,2720
2018-05-21 10:30:00,2018-05-2110:30:00,2824
2018-05-21 10:25:00,2018-05-2110:25:00,3038
2018-05-21 10:20:00,2018-05-2110:20:00,2679
2018-05-21 10:15:00,2018-05-2110:15:00,1932
2018-05-21 10:10:00,2018-05-2110:10:00,1942
2018-05-21 10:05:00,2018-05-2110:05:00,2286
2018-05-21 10:00:00,2018-05-2110:00:00,2150
2018-05-21 09:55:00,2018-05-2109:55:00,1982
2018-05-21 09:50:00,2018-05-2109:50:00,2213
2018-05-21 09:45:00,2018-05-2109:45:00,2147
2018-05-21 09:40:00,2018-05-2109:40:00,1857
2018-05-21 09:35:00,2018-05-2109:35:00,1881
2018-05-21 09:30:00,2018-05-2109:30:00,1761
2018-05-21 09:25:00,2018-05-2109:25:00,1817
2018-05-21 09:20:00,2018-05-2109:20:00,919
2018-05-21 09:15:00,2018-05-2109:15:00,903
2018-05-21 09:10:00,2018-05-2109:10:00,1647
2018-05-21 09:05:00,2018-05-2109:05:00,1690
2018-05-21 09:00:00,2018-05-2109:00:00,1560
2018-05-21 08:55:00,2018-05-2108:55:00,1374
2018-05-21 08:50:00,2018-05-2108:50:00,1389
2018-05-21 08:45:00,2018-05-2108:45:00,1221
2018-05-21 08:40:00,2018-05-2108:40:00,1188
2018-05-21 08:35:00,2018-05-2108:35:00,1165
2018-05-21 08:30:00,2018-05-2108:30:00,1091
2018-05-21 08:25:00,2018-05-2108:25:00,1041
2018-05-21 08:20:00,2018-05-2108:20:00,954
2018-05-21 08:15:00,2018-05-2108:15:00,825
2018-05-21 08:10:00,2018-05-2108:10:00,747
2018-05-21 08:05:00,2018-05-2108:05:00,635
2018-05-21 08:00:00,2018-05-2108:00:00,391
2018-05-21 07:55:00,2018-05-2107:55:00,310
2018-05-21 07:50:00,2018-05-2107:50:00,330
2018-05-21 07:45:00,2018-05-2107:45:00,257
2018-05-21 07:40:00,2018-05-2107:40:00,288
2018-05-21 07:35:00,2018-05-2107:35:00,336
2018-05-21 07:30:00,2018-05-2107:30:00,339
2018-05-21 07:25:00,2018-05-2107:25:00,314
2018-05-21 07:20:00,2018-05-2107:20:00,264
2018-05-21 07:15:00,2018-05-2107:15:00,179
2018-05-21 07:10:00,2018-05-2107:10:00,129
2018-05-21 07:05:00,2018-05-2107:05:00,104
2018-05-21 07:00:00,2018-05-2107:00:00,82
2018-05-21 06:55:00,2018-05-2106:55:00,48
2018-05-21 06:50:00,2018-05-2106:50:00,26
2018-05-21 06:45:00,2018-05-2106:45:00,9
2018-05-21 06:40:00,2018-05-2106:40:00,0
2018-05-21 06:35:00,2018-05-2106:35:00,0
2018-05-21 06:30:00,2018-05-2106:30:00,0
2018-05-21 06:25:00,2018-05-2106:25:00,0
2018-05-21 06:20:00,2018-05-2106:20:00,0
2018-05-21 06:15:00,2018-05-2106:15:00,0
2018-05-21 06:10:00,2018-05-2106:10:00,0
2018-05-21 06:05:00,2018-05-2106:05:00,0
2018-05-21 06:00:00,2018-05-2106:00:00,0
2018-05-21 05:55:00,2018-05-2105:55:00,0
2018-05-21 05:50:00,2018-05-2105:50:00,0
2018-05-21 05:45:00,2018-05-2105:45:00,0
2018-05-21 05:40:00,2018-05-2105:40:00,0
2018-05-21 05:35:00,2018-05-2105:35:00,0
2018-05-21 05:30:00,2018-05-2105:30:00,0
2018-05-21 05:25:00,2018-05-2105:25:00,0
2018-05-21 05:20:00,2018-05-2105:20:00,0
2018-05-21 05:15:00,2018-05-2105:15:00,0
2018-05-21 05:10:00,2018-05-2105:10:00,0
2018-05-21 05:05:00,2018-05-2105:05:00,0
2018-05-21 05:00:00,2018-05-2105:00:00,0
2018-05-21 04:55:00,2018-05-2104:55:00,0
2018-05-21 04:50:00,2018-05-2104:50:00,0
2018-05-21 04:45:00,2018-05-2104:45:00,0
2018-05-21 04:40:00,2018-05-2104:40:00,0
2018-05-21 04:35:00,2018-05-2104:35:00,0
2018-05-21 04:30:00,2018-05-2104:30:00,0
2018-05-21 04:25:00,2018-05-2104:25:00,0
2018-05-21 04:20:00,2018-05-2104:20:00,0
2018-05-21 04:15:00,2018-05-2104:15:00,0
2018-05-21 04:10:00,2018-05-2104:10:00,0
2018-05-21 04:05:00,2018-05-2104:05:00,0
2018-05-21 04:00:00,2018-05-2104:00:00,0
2018-05-21 03:55:00,2018-05-2103:55:00,0
2018-05-21 03:50:00,2018-05-2103:50:00,0
2018-05-21 03:45:00,2018-05-2103:45:00,0
2018-05-21 03:40:00,2018-05-2103:40:00,0
2018-05-21 03:35:00,2018-05-2103:35:00,0
2018-05-21 03:30:00,2018-05-2103:30:00,0
2018-05-21 03:25:00,2018-05-2103:25:00,0
2018-05-21 03:20:00,2018-05-2103:20:00,0
2018-05-21 03:15:00,2018-05-2103:15:00,0
2018-05-21 03:10:00,2018-05-2103:10:00,0
2018-05-21 03:05:00,2018-05-2103:05:00,0
2018-05-21 03:00:00,2018-05-2103:00:00,0
2018-05-21 02:55:00,2018-05-2102:55:00,0
2018-05-21 02:50:00,2018-05-2102:50:00,0
2018-05-21 02:45:00,2018-05-2102:45:00,0
2018-05-21 02:40:00,2018-05-2102:40:00,0
2018-05-21 02:35:00,2018-05-2102:35:00,0
2018-05-21 02:30:00,2018-05-2102:30:00,0
2018-05-21 02:25:00,2018-05-2102:25:00,0
2018-05-21 02:20:00,2018-05-2102:20:00,0
2018-05-21 02:15:00,2018-05-2102:15:00,0
2018-05-21 02:10:00,2018-05-2102:10:00,0
2018-05-21 02:05:00,2018-05-2102:05:00,0
2018-05-21 02:00:00,2018-05-2102:00:00,0
2018-05-21 01:55:00,2018-05-2101:55:00,0
2018-05-21 01:50:00,2018-05-2101:50:00,0
2018-05-21 01:45:00,2018-05-2101:45:00,0
2018-05-21 01:40:00,2018-05-2101:40:00,0
2018-05-21 01:35:00,2018-05-2101:35:00,0
2018-05-21 01:30:00,2018-05-2101:30:00,0
2018-05-21 01:25:00,2018-05-2101:25:00,0
2018-05-21 01:20:00,2018-05-2101:20:00,0
2018-05-21 01:15:00,2018-05-2101:15:00,0
2018-05-21 01:10:00,2018-05-2101:10:00,0
2018-05-21 01:05:00,2018-05-2101:05:00,0
2018-05-21 01:00:00,2018-05-2101:00:00,0
2018-05-21 00:55:00,2018-05-2100:55:00,0
2018-05-21 00:50:00,2018-05-2100:50:00,0
2018-05-21 00:45:00,2018-05-2100:45:00,0
2018-05-21 00:40:00,2018-05-2100:40:00,0
2018-05-21 00:35:00,2018-05-2100:35:00,0
2018-05-21 00:30:00,2018-05-2100:30:00,0
2018-05-21 00:25:00,2018-05-2100:25:00,0
2018-05-21 00:20:00,2018-05-2100:20:00,0
2018-05-21 00:15:00,2018-05-2100:15:00,0
2018-05-21 00:10:00,2018-05-2100:10:00,0
2018-05-21 00:05:00,2018-05-2100:05:00,0
2018-05-21 00:00:00,2018-05-2100:00:00,0
2018-05-20 23:55:00,2018-05-2023:55:00,0
2018-05-20 23:50:00,2018-05-2023:50:00,0
2018-05-20 23:45:00,2018-05-2023:45:00,0
2018-05-20 23:40:00,2018-05-2023:40:00,0
2018-05-20 23:35:00,2018-05-2023:35:00,0
2018-05-20 23:30:00,2018-05-2023:30:00,0
2018-05-20 23:25:00,2018-05-2023:25:00,0
2018-05-20 23:20:00,2018-05-2023:20:00,0
2018-05-20 23:15:00,2018-05-2023:15:00,0
2018-05-20 23:10:00,2018-05-2023:10:00,0
2018-05-20 23:05:00,2018-05-2023:05:00,0
2018-05-20 23:00:00,2018-05-2023:00:00,0
2018-05-20 22:55:00,2018-05-2022:55:00,0
2018-05-20 22:50:00,2018-05-2022:50:00,0
2018-05-20 22:45:00,2018-05-2022:45:00,0
2018-05-20 22:40:00,2018-05-2022:40:00,0
2018-05-20 22:35:00,2018-05-2022:35:00,0
2018-05-20 22:30:00,2018-05-2022:30:00,0
2018-05-20 22:25:00,2018-05-2022:25:00,0
2018-05-20 22:20:00,2018-05-2022:20:00,0
2018-05-20 22:15:00,2018-05-2022:15:00,0
2018-05-20 22:10:00,2018-05-2022:10:00,0
2018-05-20 22:05:00,2018-05-2022:05:00,0
2018-05-20 22:00:00,2018-05-2022:00:00,0
2018-05-20 21:55:00,2018-05-2021:55:00,0
2018-05-20 21:50:00,2018-05-2021:50:00,0
2018-05-20 21:45:00,2018-05-2021:45:00,0
2018-05-20 21:40:00,2018-05-2021:40:00,0
2018-05-20 21:35:00,2018-05-2021:35:00,0
2018-05-20 21:30:00,2018-05-2021:30:00,0
2018-05-20 21:25:00,2018-05-2021:25:00,0
2018-05-20 21:20:00,2018-05-2021:20:00,0
2018-05-20 21:15:00,2018-05-2021:15:00,0
2018-05-20 21:10:00,2018-05-2021:10:00,0
2018-05-20 21:05:00,2018-05-2021:05:00,0
2018-05-20 21:00:00,2018-05-2021:00:00,0
2018-05-20 20:55:00,2018-05-2020:55:00,0
2018-05-20 20:50:00,2018-05-2020:50:00,14
2018-05-20 20:45:00,2018-05-2020:45:00,26
2018-05-20 20:40:00,2018-05-2020:40:00,28
2018-05-20 20:35:00,2018-05-2020:35:00,22
2018-05-20 20:30:00,2018-05-2020:30:00,11
2018-05-20 20:25:00,2018-05-2020:25:00,6
2018-05-20 20:20:00,2018-05-2020:20:00,15
2018-05-20 20:15:00,2018-05-2020:15:00,24
2018-05-20 20:10:00,2018-05-2020:10:00,28
2018-05-20 20:05:00,2018-05-2020:05:00,25
2018-05-20 20:00:00,2018-05-2020:00:00,17
2018-05-20 19:55:00,2018-05-2019:55:00,18
2018-05-20 19:50:00,2018-05-2019:50:00,44
2018-05-20 19:45:00,2018-05-2019:45:00,72
2018-05-20 19:40:00,2018-05-2019:40:00,64
2018-05-20 19:35:00,2018-05-2019:35:00,61
2018-05-20 19:30:00,2018-05-2019:30:00,67
2018-05-20 19:25:00,2018-05-2019:25:00,67
2018-05-20 19:20:00,2018-05-2019:20:00,53
2018-05-20 19:15:00,2018-05-2019:15:00,39
2018-05-20 19:10:00,2018-05-2019:10:00,30
2018-05-20 19:05:00,2018-05-2019:05:00,59
2018-05-20 19:00:00,2018-05-2019:00:00,178
2018-05-20 18:55:00,2018-05-2018:55:00,249
2018-05-20 18:50:00,2018-05-2018:50:00,89
2018-05-20 18:45:00,2018-05-2018:45:00,37
2018-05-20 18:40:00,2018-05-2018:40:00,56
2018-05-20 18:35:00,2018-05-2018:35:00,91
2018-05-20 18:30:00,2018-05-2018:30:00,120
2018-05-20 18:25:00,2018-05-2018:25:00,103
2018-05-20 18:20:00,2018-05-2018:20:00,155
2018-05-20 18:15:00,2018-05-2018:15:00,339
2018-05-20 18:10:00,2018-05-2018:10:00,380
2018-05-20 18:05:00,2018-05-2018:05:00,291
2018-05-20 18:00:00,2018-05-2018:00:00,240
2018-05-20 17:55:00,2018-05-2017:55:00,109
2018-05-20 17:50:00,2018-05-2017:50:00,205
2018-05-20 17:45:00,2018-05-2017:45:00,325
2018-05-20 17:40:00,2018-05-2017:40:00,565
2018-05-20 17:35:00,2018-05-2017:35:00,893
2018-05-20 17:30:00,2018-05-2017:30:00,927
2018-05-20 17:25:00,2018-05-2017:25:00,980
2018-05-20 17:20:00,2018-05-2017:20:00,896
2018-05-20 17:15:00,2018-05-2017:15:00,567
2018-05-20 17:10:00,2018-05-2017:10:00,285
2018-05-20 17:05:00,2018-05-2017:05:00,135
2018-05-20 17:00:00,2018-05-2017:00:00,70
2018-05-20 16:55:00,2018-05-2016:55:00,31
2018-05-20 16:50:00,2018-05-2016:50:00,28
2018-05-20 16:45:00,2018-05-2016:45:00,27
2018-05-20 16:40:00,2018-05-2016:40:00,21
2018-05-20 16:35:00,2018-05-2016:35:00,23
2018-05-20 16:30:00,2018-05-2016:30:00,18
2018-05-20 16:25:00,2018-05-2016:25:00,16
2018-05-20 16:20:00,2018-05-2016:20:00,118
2018-05-20 16:15:00,2018-05-2016:15:00,256
2018-05-20 16:10:00,2018-05-2016:10:00,310
2018-05-20 16:05:00,2018-05-2016:05:00,507
2018-05-20 16:00:00,2018-05-2016:00:00,622
2018-05-20 15:55:00,2018-05-2015:55:00,886
2018-05-20 15:50:00,2018-05-2015:50:00,3868
2018-05-20 15:45:00,2018-05-2015:45:00,4074
2018-05-20 15:40:00,2018-05-2015:40:00,3361
2018-05-20 15:35:00,2018-05-2015:35:00,2607
2018-05-20 15:30:00,2018-05-2015:30:00,1361
2018-05-20 15:25:00,2018-05-2015:25:00,4165
2018-05-20 15:20:00,2018-05-2015:20:00,2029
2018-05-20 15:15:00,2018-05-2015:15:00,1066
2018-05-20 15:10:00,2018-05-2015:10:00,1204
2018-05-20 15:05:00,2018-05-2015:05:00,1077
2018-05-20 15:00:00,2018-05-2015:00:00,849
2018-05-20 14:55:00,2018-05-2014:55:00,1487
2018-05-20 14:50:00,2018-05-2014:50:00,4259
2018-05-20 14:45:00,2018-05-2014:45:00,4376
2018-05-20 14:40:00,2018-05-2014:40:00,1763
2018-05-20 14:35:00,2018-05-2014:35:00,983
2018-05-20 14:30:00,2018-05-2014:30:00,1031
2018-05-20 14:25:00,2018-05-2014:25:00,637
2018-05-20 14:20:00,2018-05-2014:20:00,1701
2018-05-20 14:15:00,2018-05-2014:15:00,2923
2018-05-20 14:10:00,2018-05-2014:10:00,4114
2018-05-20 14:05:00,2018-05-2014:05:00,4241
2018-05-20 14:00:00,2018-05-2014:00:00,2963
2018-05-20 13:55:00,2018-05-2013:55:00,1083
2018-05-20 13:50:00,2018-05-2013:50:00,687
2018-05-20 13:45:00,2018-05-2013:45:00,569
2018-05-20 13:40:00,2018-05-2013:40:00,1705
2018-05-20 13:35:00,2018-05-2013:35:00,2153
2018-05-20 13:30:00,2018-05-2013:30:00,2443
2018-05-20 13:25:00,2018-05-2013:25:00,4052
2018-05-20 13:20:00,2018-05-2013:20:00,3987
2018-05-20 13:15:00,2018-05-2013:15:00,3967
2018-05-20 13:10:00,2018-05-2013:10:00,3303
2018-05-20 13:05:00,2018-05-2013:05:00,3018
2018-05-20 13:00:00,2018-05-2013:00:00,2494
2018-05-20 12:55:00,2018-05-2012:55:00,2434
2018-05-20 12:50:00,2018-05-2012:50:00,2954
2018-05-20 12:45:00,2018-05-2012:45:00,3117
2018-05-20 12:40:00,2018-05-2012:40:00,3930
2018-05-20 12:35:00,2018-05-2012:35:00,3768
2018-05-20 12:30:00,2018-05-2012:30:00,3847
2018-05-20 12:25:00,2018-05-2012:25:00,3158
2018-05-20 12:20:00,2018-05-2012:20:00,3643
2018-05-20 12:15:00,2018-05-2012:15:00,3588
2018-05-20 12:10:00,2018-05-2012:10:00,3595
2018-05-20 12:05:00,2018-05-2012:05:00,3519
2018-05-20 12:00:00,2018-05-2012:00:00,3499
2018-05-20 11:55:00,2018-05-2011:55:00,3471
2018-05-20 11:50:00,2018-05-2011:50:00,3455
2018-05-20 11:45:00,2018-05-2011:45:00,3451
2018-05-20 11:40:00,2018-05-2011:40:00,3450
2018-05-20 11:35:00,2018-05-2011:35:00,3295
2018-05-20 11:30:00,2018-05-2011:30:00,2960
2018-05-20 11:25:00,2018-05-2011:25:00,3234
2018-05-20 11:20:00,2018-05-2011:20:00,3294
2018-05-20 11:15:00,2018-05-2011:15:00,3051
2018-05-20 11:10:00,2018-05-2011:10:00,2910
2018-05-20 11:05:00,2018-05-2011:05:00,2699
2018-05-20 11:00:00,2018-05-2011:00:00,2865
2018-05-20 10:55:00,2018-05-2010:55:00,2855
2018-05-20 10:50:00,2018-05-2010:50:00,2421
2018-05-20 10:45:00,2018-05-2010:45:00,1960
2018-05-20 10:40:00,2018-05-2010:40:00,2576
2018-05-20 10:35:00,2018-05-2010:35:00,2930
2018-05-20 10:30:00,2018-05-2010:30:00,2276
2018-05-20 10:25:00,2018-05-2010:25:00,1854
2018-05-20 10:20:00,2018-05-2010:20:00,1692
2018-05-20 10:15:00,2018-05-2010:15:00,1821
2018-05-20 10:10:00,2018-05-2010:10:00,1857
2018-05-20 10:05:00,2018-05-2010:05:00,1628
2018-05-20 10:00:00,2018-05-2010:00:00,1156
2018-05-20 09:55:00,2018-05-2009:55:00,1229
2018-05-20 09:50:00,2018-05-2009:50:00,1365
2018-05-20 09:45:00,2018-05-2009:45:00,1184
2018-05-20 09:40:00,2018-05-2009:40:00,1086
2018-05-20 09:35:00,2018-05-2009:35:00,1051
2018-05-20 09:30:00,2018-05-2009:30:00,990
2018-05-20 09:25:00,2018-05-2009:25:00,985
2018-05-20 09:20:00,2018-05-2009:20:00,999
2018-05-20 09:15:00,2018-05-2009:15:00,1033
2018-05-20 09:10:00,2018-05-2009:10:00,1044
2018-05-20 09:05:00,2018-05-2009:05:00,1049
2018-05-20 09:00:00,2018-05-2009:00:00,1143
2018-05-20 08:55:00,2018-05-2008:55:00,1404
2018-05-20 08:50:00,2018-05-2008:50:00,1398
2018-05-20 08:45:00,2018-05-2008:45:00,1395
2018-05-20 08:40:00,2018-05-2008:40:00,1413
2018-05-20 08:35:00,2018-05-2008:35:00,1400
2018-05-20 08:30:00,2018-05-2008:30:00,1374
2018-05-20 08:25:00,2018-05-2008:25:00,1021
2018-05-20 08:20:00,2018-05-2008:20:00,767
2018-05-20 08:15:00,2018-05-2008:15:00,725
2018-05-20 08:10:00,2018-05-2008:10:00,641
2018-05-20 08:05:00,2018-05-2008:05:00,561
2018-05-20 08:00:00,2018-05-2008:00:00,469
2018-05-20 07:55:00,2018-05-2007:55:00,423
2018-05-20 07:50:00,2018-05-2007:50:00,410
2018-05-20 07:45:00,2018-05-2007:45:00,418
2018-05-20 07:40:00,2018-05-2007:40:00,365
2018-05-20 07:35:00,2018-05-2007:35:00,316
2018-05-20 07:30:00,2018-05-2007:30:00,282
2018-05-20 07:25:00,2018-05-2007:25:00,195
2018-05-20 07:20:00,2018-05-2007:20:00,134
2018-05-20 07:15:00,2018-05-2007:15:00,95
2018-05-20 07:10:00,2018-05-2007:10:00,68
2018-05-20 07:05:00,2018-05-2007:05:00,40
2018-05-20 07:00:00,2018-05-2007:00:00,27
2018-05-20 06:55:00,2018-05-2006:55:00,23
2018-05-20 06:50:00,2018-05-2006:50:00,16
2018-05-20 06:45:00,2018-05-2006:45:00,0
2018-05-20 06:40:00,2018-05-2006:40:00,0
2018-05-20 06:35:00,2018-05-2006:35:00,0
2018-05-20 06:30:00,2018-05-2006:30:00,0
2018-05-20 06:25:00,2018-05-2006:25:00,0
2018-05-20 06:20:00,2018-05-2006:20:00,0
2018-05-20 06:15:00,2018-05-2006:15:00,0
2018-05-20 06:10:00,2018-05-2006:10:00,0
2018-05-20 06:05:00,2018-05-2006:05:00,0
2018-05-20 06:00:00,2018-05-2006:00:00,0
2018-05-20 05:55:00,2018-05-2005:55:00,0
2018-05-20 05:50:00,2018-05-2005:50:00,0
2018-05-20 05:45:00,2018-05-2005:45:00,0
2018-05-20 05:40:00,2018-05-2005:40:00,0
2018-05-20 05:35:00,2018-05-2005:35:00,0
2018-05-20 05:30:00,2018-05-2005:30:00,0
2018-05-20 05:25:00,2018-05-2005:25:00,0
2018-05-20 05:20:00,2018-05-2005:20:00,0
2018-05-20 05:15:00,2018-05-2005:15:00,0
2018-05-20 05:10:00,2018-05-2005:10:00,0
2018-05-20 05:05:00,2018-05-2005:05:00,0
2018-05-20 05:00:00,2018-05-2005:00:00,0
2018-05-20 04:55:00,2018-05-2004:55:00,0
2018-05-20 04:50:00,2018-05-2004:50:00,0
2018-05-20 04:45:00,2018-05-2004:45:00,0
2018-05-20 04:40:00,2018-05-2004:40:00,0
2018-05-20 04:35:00,2018-05-2004:35:00,0
2018-05-20 04:30:00,2018-05-2004:30:00,0
2018-05-20 04:25:00,2018-05-2004:25:00,0
2018-05-20 04:20:00,2018-05-2004:20:00,0
2018-05-20 04:15:00,2018-05-2004:15:00,0
2018-05-20 04:10:00,2018-05-2004:10:00,0
2018-05-20 04:05:00,2018-05-2004:05:00,0
2018-05-20 04:00:00,2018-05-2004:00:00,0
2018-05-20 03:55:00,2018-05-2003:55:00,0
2018-05-20 03:50:00,2018-05-2003:50:00,0
2018-05-20 03:45:00,2018-05-2003:45:00,0
2018-05-20 03:40:00,2018-05-2003:40:00,0
2018-05-20 03:35:00,2018-05-2003:35:00,0
2018-05-20 03:30:00,2018-05-2003:30:00,0
2018-05-20 03:25:00,2018-05-2003:25:00,0
2018-05-20 03:20:00,2018-05-2003:20:00,0
2018-05-20 03:15:00,2018-05-2003:15:00,0
2018-05-20 03:10:00,2018-05-2003:10:00,0
2018-05-20 03:05:00,2018-05-2003:05:00,0
2018-05-20 03:00:00,2018-05-2003:00:00,0
2018-05-20 02:55:00,2018-05-2002:55:00,0
2018-05-20 02:50:00,2018-05-2002:50:00,0
2018-05-20 02:45:00,2018-05-2002:45:00,0
2018-05-20 02:40:00,2018-05-2002:40:00,0
2018-05-20 02:35:00,2018-05-2002:35:00,0
2018-05-20 02:30:00,2018-05-2002:30:00,0
2018-05-20 02:25:00,2018-05-2002:25:00,0
2018-05-20 02:20:00,2018-05-2002:20:00,0
2018-05-20 02:15:00,2018-05-2002:15:00,0
2018-05-20 02:10:00,2018-05-2002:10:00,0
2018-05-20 02:05:00,2018-05-2002:05:00,0
2018-05-20 02:00:00,2018-05-2002:00:00,0
2018-05-20 01:55:00,2018-05-2001:55:00,0
2018-05-20 01:50:00,2018-05-2001:50:00,0
2018-05-20 01:45:00,2018-05-2001:45:00,0
2018-05-20 01:40:00,2018-05-2001:40:00,0
2018-05-20 01:35:00,2018-05-2001:35:00,0
2018-05-20 01:30:00,2018-05-2001:30:00,0
2018-05-20 01:25:00,2018-05-2001:25:00,0
2018-05-20 01:20:00,2018-05-2001:20:00,0
2018-05-20 01:15:00,2018-05-2001:15:00,0
2018-05-20 01:10:00,2018-05-2001:10:00,0
2018-05-20 01:05:00,2018-05-2001:05:00,0
2018-05-20 01:00:00,2018-05-2001:00:00,0
2018-05-20 00:55:00,2018-05-2000:55:00,0
2018-05-20 00:50:00,2018-05-2000:50:00,0
2018-05-20 00:45:00,2018-05-2000:45:00,0
2018-05-20 00:40:00,2018-05-2000:40:00,0
2018-05-20 00:35:00,2018-05-2000:35:00,0
2018-05-20 00:30:00,2018-05-2000:30:00,0
2018-05-20 00:25:00,2018-05-2000:25:00,0
2018-05-20 00:20:00,2018-05-2000:20:00,0
2018-05-20 00:15:00,2018-05-2000:15:00,0
2018-05-20 00:10:00,2018-05-2000:10:00,0
2018-05-20 00:05:00,2018-05-2000:05:00,0
2018-05-20 00:00:00,2018-05-2000:00:00,0
2018-05-19 23:55:00,2018-05-1923:55:00,0
2018-05-19 23:50:00,2018-05-1923:50:00,0
2018-05-19 23:45:00,2018-05-1923:45:00,0
2018-05-19 23:40:00,2018-05-1923:40:00,0
2018-05-19 23:35:00,2018-05-1923:35:00,0
2018-05-19 23:30:00,2018-05-1923:30:00,0
